dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,num_variates
bizitobs_l2c/H/short,STRIDE (+Chronos-2),62.84633091517857,62.84633091517857,4.737843831380208,0.46982890241806574,0.3732386893219799,0.6048161340138268,2.743410165174849,7.9275677805477365,0.4273162508536448,0.25538194301198097,0.19935300056464145,7
electricity/15T/medium,STRIDE (+Chronos-2),227601.51094803982,227601.51094803982,52.865319826418215,0.8350786774486045,0.12609218733056501,0.13472879925289669,7.534354858557274,477.07600122835754,0.822049985480131,0.09109226891274283,0.07296296443127592,1
electricity/H/medium,STRIDE (+Chronos-2),4677120.978507883,4677120.978507883,237.49200648402308,1.0786468882624587,0.2704355905272235,0.1380443408897331,9.434470760300403,2162.665248832533,0.8441594971288305,0.09270095446990476,0.07388356704286225,1
solar/10T/medium,STRIDE (+Chronos-2),14.066360499958527,14.066360499958527,1.517992421542351,0.6607717947014834,2.564066304694484,1.4214842443160924,4.4571417095853025,3.750514698005932,0.8322541020564623,0.33684854518526297,0.2687846473974601,1
solar/H/medium,STRIDE (+Chronos-2),297.7300591164842,297.7300591164842,7.055439375902904,0.5392573156575061,1.5669481268945438,1.35162612655157,3.8141366013470503,17.254856102456614,0.6215601845217049,0.25415339162078293,0.2020865574382193,1
kdd_cup_2018/H/medium,STRIDE (+Chronos-2),3824.06418417854,3824.06418417854,18.167987244836393,0.7647735983588785,0.6647629975982744,0.41606620083561696,6.345623098053859,61.839018298955395,1.2944026523921162,0.3802888778837489,0.3068134269766066,1
loop_seattle/5T/medium,STRIDE (+Chronos-2),51.93911381740196,51.93911381740196,3.971687752455012,0.6319917990946439,0.13121010472284875,0.09755842667492058,5.52972780699463,7.206879617240873,0.12822519745539762,0.07066448634321722,0.05677252284449822,1
loop_seattle/H/medium,STRIDE (+Chronos-2),40.76975599038958,40.76975599038958,3.4021439338739197,0.7039650788709285,0.10027781822117982,0.0872190744638197,5.959483255098461,6.385119888489924,0.11285628021868288,0.06013251369605401,0.04826306816894953,1
sz_taxi/15T/medium,STRIDE (+Chronos-2),16.208726879674145,16.208726879674145,2.7267106015458067,0.5320571842007586,9082238622134.232,0.4038288344684829,3.7582297898132047,4.026006318881547,0.3746870589648851,0.253765914660908,0.19977215124780331,1
m_dense/H/medium,STRIDE (+Chronos-2),31864.993333333332,31864.993333333332,80.74700520833333,0.68831914268913,0.2621962200614286,0.23508006625705294,6.568220137472698,178.5076842416968,0.31058082791231484,0.1404895920059569,0.11206673829304752,1
jena_weather/10T/medium,STRIDE (+Chronos-2),1581.2044733044734,1581.2044733044734,10.082898178210678,0.5978464554832732,0.9008038182278284,0.642194264069264,5.494269680320447,39.76436184958176,0.2440331818726134,0.06187856689952662,0.05049986331171305,21
jena_weather/H/medium,STRIDE (+Chronos-2),1258.5890873015874,1258.5890873015874,10.858514694940476,0.757290289926665,4.223803149338888,0.6639537508525546,5.9899402121553615,35.47659915073015,0.21708758561478034,0.06644517216748849,0.053546610393464866,21
bitbrains_fast_storage/5T/medium,STRIDE (+Chronos-2),2752063.7302336344,2752063.7302336344,236.0626192164491,1.0017128618708193,2.021051347375823,0.8380290271769052,21.2810651493952,1658.9345165598413,5.0403011627267436,0.7172234239723646,0.5520330510108695,2
