dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
m4_daily/D/short,Toto-2.0-22m,327784.4539524823,327784.4539524823,170.32566103535098,3.2064739722588533,0.036413210024681,0.0298224164415872,25.573764833842535,572.5246317430215,0.088439233161495,0.0263106074647499,0.020800616425871,Econ/Fin,1
hierarchical_sales/W/short,Toto-2.0-22m,457.8921477754237,457.8921477754237,8.900458901615465,0.7292430636908289,0.5369023501240822,0.4582987752908637,6.690602987847633,21.398414608924273,0.9824116814388132,0.4086244217114302,0.3467820428002326,Sales,1
kdd_cup_2018/H/short,Toto-2.0-22m,4432.725726547108,4432.725726547108,22.672580991956753,0.9458204510240008,0.868095225209095,0.4934060761432494,7.439516799995221,66.57871827053377,1.393613145078341,0.4745781793944251,0.3789607588536271,Nature,1
kdd_cup_2018/H/medium,Toto-2.0-22m,5220.553587648589,5220.553587648589,25.514894839628685,1.0479012393322586,0.9185558052514844,0.5614399701787961,8.686342831801438,72.25339845051296,1.5123944735470147,0.5340729540219116,0.4261145057857536,Nature,1
kdd_cup_2018/H/long,Toto-2.0-22m,4199.851480246776,4199.851480246776,24.35517354011284,1.018117510834785,0.9865425801737524,0.6110513200476255,7.606917161747388,64.80626111917564,1.520616728449674,0.5714707756598558,0.4495097164532138,Nature,1
sz_taxi/H/short,Toto-2.0-22m,7.273505316840278,7.273505316840278,1.8531528049045136,0.5642973433431914,1.3319957765758548,0.2951774058696594,4.025302202059237,2.6969436992344273,0.2512369481206119,0.1726326193748592,0.1362403940165785,Transport,1
bitbrains_rnd/H/short,Toto-2.0-22m,1856093.382379268,1856093.382379268,139.71450650481117,5.792036697464646,0.9140818865420236,0.5278873755482598,201.54178508591377,1362.3851813563108,5.962464143115809,0.6114590401509862,0.5752650042005683,Web/CloudOps,2
bizitobs_l2c/5T/short,Toto-2.0-22m,18.513290550595237,18.513290550595237,2.407611810593378,0.2502690462744106,0.1399317380999013,0.1993450806876116,2.680301042435038,4.302707351260975,0.1477723864873101,0.0826871348529318,0.0675985400721231,Web/CloudOps,7
bizitobs_l2c/5T/medium,Toto-2.0-22m,109.22996386054422,109.22996386054422,6.603744153911564,0.6368023234240865,0.4939024609355036,0.8256396645500398,5.358129289582203,10.451313977703675,0.5498928084552424,0.3474540547591687,0.2823004427160414,Web/CloudOps,7
bizitobs_l2c/5T/long,Toto-2.0-22m,234.40686507936508,234.40686507936508,10.82183159722222,1.007701863323888,0.7784210006981834,1.2560581203206438,6.212340601275436,15.310351566158271,0.8596533514230785,0.607629665516727,0.456751750055269,Web/CloudOps,7
solar/H/short,Toto-2.0-22m,668.7982896337559,668.7982896337559,11.251710766423358,0.8682590332047236,3.8566107871483286,1.4159291980900053,5.119981150213864,25.861134732137256,0.9532500273316512,0.4147418010352128,0.3197744957013673,Energy,1
solar/H/medium,Toto-2.0-22m,706.6769464720195,706.6769464720195,11.382153854927008,0.8709273943629295,4.353252045872593,1.409325894585234,4.962288929364267,26.583396067320283,0.957595972294948,0.4100117479315814,0.3181215954850424,Energy,1
solar/H/long,Toto-2.0-22m,745.5752635847526,745.5752635847526,12.073860756285482,0.920186848003672,5.194006591453329,1.4067162677981375,5.400901776067958,27.305224107938624,0.9467218821790966,0.4186227564063696,0.3246073977964216,Energy,1
solar/D/short,Toto-2.0-22m,138172.0914841849,138172.0914841849,249.4558698296837,0.9733740756299544,1.1342098635188564,0.4187464762693186,4.951098389751724,371.7150676044555,0.5370016649099568,0.3603787661431241,0.2770485494447997,Energy,1
solar/W/short,Toto-2.0-22m,1846741.8394160585,1846741.8394160585,1106.2513686131388,1.215939721342636,0.2532183236449304,0.2160550245446632,6.446330190994775,1358.9487994093297,0.2773954253562037,0.225813561983134,0.1643929919574649,Energy,1
hierarchical_sales/D/short,Toto-2.0-22m,29.29785164324101,29.29785164324101,2.328079139107069,0.750070270906643,0.6361737776578181,1.0519213713348086,6.973438478950345,5.412748991338968,1.6605714479636982,0.7142288979568543,0.5792306035314424,Sales,1
bizitobs_l2c/H/short,Toto-2.0-22m,52.67129371279762,52.67129371279762,4.294568258618551,0.412965954101198,0.3739380321914343,0.6090995923599895,2.7367317126125115,7.257499136258827,0.3911978310787036,0.2314882518962393,0.1829415006861924,Web/CloudOps,7
bizitobs_l2c/H/medium,Toto-2.0-22m,71.42459077380953,71.42459077380953,4.897796340215773,0.4991346697470426,0.5114974035930672,0.7769871125377319,3.7129785363313945,8.451307045292435,0.5117394783907007,0.2965690077254997,0.237935427374361,Web/CloudOps,7
bizitobs_l2c/H/long,Toto-2.0-22m,81.25374503968254,81.25374503968254,5.3249848865327385,0.5728071001909126,0.6424463423849454,0.7958192019387197,5.002980411319594,9.014085923690908,0.5506063844731264,0.3252654457222332,0.2656490012089792,Web/CloudOps,7
kdd_cup_2018/D/short,Toto-2.0-22m,2952.4308459463728,2952.4308459463728,21.369020624501296,1.1986326445301738,0.5140299913421719,0.4684244527588551,9.311100081449387,54.33627559877814,1.2171902885795154,0.4786887598380637,0.3809579219350549,Nature,1
restaurant/D/short,Toto-2.0-22m,147.0,147.0,7.352961446074998,0.7042926533177293,0.70567884273285,0.4022701217426198,4.838257305777347,12.12435565298214,0.5579909390000334,0.3384003223888664,0.2651726229083733,Sales,1
bitbrains_fast_storage/H/short,Toto-2.0-22m,2196685.8930159626,2196685.8930159626,253.69307329019185,0.9181528049517584,2.799387520193804,0.5644846780445615,26.090522835316307,1482.1220911301343,4.224529395156514,0.7231076656072256,0.5735538105184155,Web/CloudOps,2
m_dense/H/short,Toto-2.0-22m,46219.12354166667,46219.12354166667,91.07433756510416,0.8012688703793382,0.2903909605422717,0.2177521466352697,8.17587737857712,214.98633338346573,0.3813322209580735,0.161543196115821,0.1336691287677093,Transport,1
m_dense/H/medium,Toto-2.0-22m,36256.671111111114,36256.671111111114,85.22504340277777,0.7374615587573756,0.2856052843388527,0.2065676595850207,7.002668615078599,190.41184603671883,0.3312925661302289,0.1482808129596185,0.1212574875713545,Transport,1
m_dense/H/long,Toto-2.0-22m,37518.5224691358,37518.5224691358,89.37677469135802,0.7724041712710927,0.2953112044272849,0.2131210069178318,7.230923671801117,193.6969862159342,0.3353181346772314,0.1547244175475351,0.1266612811422133,Transport,1
saugeen/M/short,Toto-2.0-22m,369.6358584449405,369.6358584449405,12.200583321707589,0.7149173196714862,0.3602528572082519,0.3505030307927057,4.589683997750431,19.225916322634415,0.577219685214249,0.3662981127248186,0.2840517538443888,Nature,1
sz_taxi/15T/short,Toto-2.0-22m,16.880418789110195,16.880418789110195,2.737965845799708,0.5461909976038618,1242821992299.208,0.3937864077678363,3.87629479992748,4.108578682356003,0.3841696784635089,0.2560115163771864,0.2011267183292361,Transport,1
sz_taxi/15T/medium,Toto-2.0-22m,16.44674813034188,16.44674813034188,2.7638450687767095,0.5393639207424815,10395036845992.48,0.4069790320531495,3.891638840974087,4.05545905297315,0.377428156588163,0.2572219163793353,0.2026357018685883,Transport,1
sz_taxi/15T/long,Toto-2.0-22m,15.76304976851852,15.76304976851852,2.713031127581909,0.511802469626996,6257094961517.256,0.4003705731214778,4.215727577493315,3.970270742470659,0.3674811876115245,0.2511133283999714,0.2006861460248007,Transport,1
jena_weather/H/short,Toto-2.0-22m,1106.110588972431,1106.110588972431,8.309546653091061,0.5272620173858789,1.147119438660351,0.6149050868353069,4.505442882520081,33.25824091819096,0.2038708920822836,0.0509369901171903,0.0412321976929414,Nature,21
jena_weather/H/medium,Toto-2.0-22m,1415.9472222222223,1415.9472222222223,10.639386470734127,0.8370669686965128,2.224734960831371,0.6883356254303125,6.379571016800546,37.629074161108754,0.2302589609519122,0.065104287802251,0.0525382695665367,Nature,21
jena_weather/H/long,Toto-2.0-22m,1232.2161375661376,1232.2161375661376,11.39224537037037,1.0608851322198836,2.2291525546434325,0.6759161483700292,8.13480241111902,35.10293630974676,0.2113585890708402,0.068593945719627,0.0571348957354721,Nature,21
ett1/15T/short,Toto-2.0-22m,4.019634137834822,4.019634137834822,1.0245682489304315,0.6657229431589256,0.4425410167882668,0.2282445892802737,4.862700627686626,2.0049025257689768,0.3790099901036322,0.1936860255780657,0.1527221289126395,Energy,7
ett1/15T/medium,Toto-2.0-22m,9.20248511904762,9.20248511904762,1.592266555059524,0.994763316828472,0.7545094397999961,0.3857538237690903,6.957715407830153,3.033559809703382,0.5781994308076556,0.3034875438699536,0.2372557405914384,Energy,7
ett1/15T/long,Toto-2.0-22m,8.485706845238095,8.485706845238095,1.5631014384920634,0.9977952542098076,0.7569484482792899,0.3890820613089299,7.432949215691106,2.913023660260605,0.5552251898763438,0.2979286796816131,0.2335692995217788,Energy,7
loop_seattle/H/short,Toto-2.0-22m,63.56042625672153,63.56042625672153,4.3282456182784745,0.8787836875775242,0.1215924814195339,0.0997645720688627,7.23600598109196,7.972479304251691,0.1411209920665594,0.0766143494701148,0.0613763212126318,Transport,1
loop_seattle/H/medium,Toto-2.0-22m,69.95959349200207,69.95959349200207,4.583304107004644,0.9390445617710396,0.1210347351767084,0.1049013093362548,7.567682194740516,8.364185166051865,0.1478360324876017,0.0810093848249336,0.0647502846654574,Transport,1
loop_seattle/H/long,Toto-2.0-22m,62.752435930512554,62.752435930512554,4.312325717019264,0.901370045897398,0.1305357060073207,0.1005610895568139,7.387414800406666,7.921643511955872,0.1415703778511783,0.0770670354269751,0.0614501287075593,Transport,1
